Tanggal,Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Pasir/Konsumsi,Minyak Goreng Kms. Sederhana,Tepung Terigu (Curah),Minyak Goreng Curah,Cabai Merah Besar,Jagung Pipilan Kering,Kentang,Tomat
20/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,000 "," 37,333 "," 19,333 "," 34,000 "," 105,000 "," 32,500 "," 25,333 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 21,333 "," 6,500 "," 19,000 "," 4,500 "
21/09/2024," 15,000 "," 12,500 "," 9,200 "," 23,330 "," 37,670 "," 20,670 "," 35,000 "," 105,000 "," 31,000 "," 25,500 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 22,670 "," 6,500 "," 19,000 "," 5,000 "
22/09/2024," 15,000 "," 12,500 "," 9,200 "," 23,330 "," 37,670 "," 19,330 "," 35,670 "," 105,000 "," 31,500 "," 25,830 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 21,330 "," 6,500 "," 19,000 "," 5,000 "
23/09/2024," 15,000 "," 12,500 "," 9,200 "," 23,330 "," 37,670 "," 19,330 "," 35,670 "," 105,000 "," 31,500 "," 25,830 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 21,330 "," 6,500 "," 19,000 "," 5,000 "
24/09/2024," 15,000 "," 12,500 "," 9,000 "," 23,330 "," 37,670 "," 19,330 "," 34,670 "," 105,000 "," 31,500 "," 25,667 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
25/09/2024," 15,000 "," 12,500 "," 9,000 "," 23,330 "," 37,670 "," 19,330 "," 34,670 "," 105,000 "," 31,000 "," 25,667 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
26/09/2024," 15,000 "," 12,500 "," 9,000 "," 24,000 "," 37,333 "," 20,000 "," 34,000 "," 105,000 "," 31,000 "," 25,667 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,667 "," 6,500 "," 19,000 "," 5,000 "
27/09/2024," 15,000 "," 12,500 "," 9,000 "," 23,333 "," 37,333 "," 20,000 "," 34,000 "," 105,000 "," 31,000 "," 25,667 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,667 "," 6,500 "," 19,000 "," 5,000 "
28/09/2024," 15,000 "," 12,500 "," 9,000 "," 25,330 "," 37,330 "," 19,330 "," 32,670 "," 105,000 "," 30,000 "," 25,670 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
29/09/2024," 15,000 "," 12,500 "," 9,000 "," 25,330 "," 37,330 "," 19,330 "," 32,670 "," 105,000 "," 30,000 "," 25,670 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
30/09/2024," 15,000 "," 12,500 "," 9,000 "," 24,667 "," 37,330 "," 19,330 "," 32,670 "," 105,000 "," 30,000 "," 25,670 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
01/10/2024," 15,000 "," 12,500 "," 9,000 "," 24,667 "," 37,330 "," 18,667 "," 32,000 "," 105,000 "," 30,000 "," 25,670 "," 16,750 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
02/10/2024," 15,000 "," 12,500 "," 9,000 "," 24,000 "," 36,667 "," 18,667 "," 32,667 "," 105,000 "," 30,000 "," 25,500 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 6,500 "
03/10/2024," 15,000 "," 12,500 "," 9,000 "," 25,667 "," 36,667 "," 18,667 "," 39,667 "," 105,000 "," 30,000 "," 25,500 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 18,000 "," 6,000 "
04/10/2024," 15,000 "," 12,500 "," 9,000 "," 25,667 "," 36,667 "," 18,000 "," 35,333 "," 105,000 "," 30,000 "," 25,500 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 17,000 "," 6,000 "
05/10/2024," 15,000 "," 12,500 "," 9,000 "," 25,000 "," 36,667 "," 17,330 "," 35,333 "," 105,000 "," 30,000 "," 26,000 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 19,000 "," 6,500 "," 17,000 "," 6,000 "
06/10/2024," 15,000 "," 12,500 "," 9,000 "," 25,000 "," 36,667 "," 17,330 "," 35,000 "," 105,000 "," 30,000 "," 26,000 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 19,000 "," 6,500 "," 17,000 "," 6,000 "
07/10/2024," 15,000 "," 12,500 "," 9,000 "," 25,667 "," 36,667 "," 18,000 "," 36,000 "," 105,000 "," 30,000 "," 25,500 "," 16,500 "," 16,750 "," 8,000 "," 16,650 "," 18,000 "," 6,500 "," 17,000 "," 6,500 "
08/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,667 "," 36,667 "," 18,000 "," 36,000 "," 105,000 "," 31,000 "," 25,500 "," 16,500 "," 16,750 "," 8,000 "," 16,650 "," 18,000 "," 6,500 "," 17,000 "," 6,500 "
09/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,000 "," 36,667 "," 18,333 "," 41,000 "," 105,000 "," 31,500 "," 25,500 "," 16,500 "," 16,750 "," 8,000 "," 16,650 "," 18,667 "," 6,500 "," 16,500 "," 6,500 "
10/10/2024," 15,000 "," 12,500 "," 8,900 "," 24,667 "," 36,667 "," 18,333 "," 41,333 "," 105,000 "," 31,500 "," 25,500 "," 16,500 "," 16,750 "," 8,000 "," 16,650 "," 18,667 "," 6,500 "," 16,500 "," 6,500 "
11/10/2024," 15,000 "," 12,500 "," 8,900 "," 26,000 "," 36,667 "," 16,333 "," 40,667 "," 105,000 "," 32,000 "," 25,500 "," 16,500 "," 17,000 "," 8,000 "," 16,875 "," 16,667 "," 6,500 "," 16,500 "," 7,500 "
12/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,330 "," 36,670 "," 16,330 "," 40,000 "," 105,000 "," 32,000 "," 25,500 "," 16,500 "," 17,000 "," 8,000 "," 16,875 "," 16,670 "," 6,500 "," 15,500 "," 7,500 "
13/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,000 "," 36,670 "," 17,000 "," 44,000 "," 105,000 "," 32,000 "," 25,500 "," 16,500 "," 17,000 "," 8,000 "," 16,875 "," 17,000 "," 6,500 "," 15,500 "," 8,500 "
14/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,000 "," 36,670 "," 17,667 "," 42,667 "," 105,000 "," 32,000 "," 25,500 "," 16,500 "," 17,000 "," 8,000 "," 17,100 "," 17,667 "," 6,500 "," 16,500 "," 6,500 "
15/10/2024," 15,000 "," 12,500 "," 8,900 "," 26,333 "," 36,670 "," 18,667 "," 44,667 "," 105,000 "," 32,000 "," 25,500 "," 16,500 "," 17,000 "," 8,000 "," 17,100 "," 18,667 "," 6,500 "," 16,500 "," 8,500 "
16/10/2024," 15,000 "," 12,500 "," 8,900 "," 26,333 "," 36,670 "," 18,667 "," 44,667 "," 105,000 "," 33,000 "," 25,500 "," 16,500 "," 17,000 "," 8,000 "," 17,100 "," 18,667 "," 6,500 "," 16,500 "," 8,500 "
17/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,667 "," 37,333 "," 18,000 "," 39,667 "," 105,000 "," 34,000 "," 25,500 "," 16,500 "," 17,250 "," 8,000 "," 17,100 "," 18,667 "," 6,500 "," 15,500 "," 9,000 "
18/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,667 "," 37,333 "," 18,000 "," 38,667 "," 105,000 "," 35,000 "," 25,500 "," 16,500 "," 17,250 "," 8,000 "," 17,100 "," 18,667 "," 6,500 "," 15,500 "," 9,000 "
19/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,000 "," 37,330 "," 17,670 "," 36,000 "," 105,000 "," 35,500 "," 25,500 "," 16,500 "," 17,250 "," 8,000 "," 17,100 "," 18,330 "," 6,500 "," 15,500 "," 9,500 "
20/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,000 "," 37,330 "," 18,000 "," 37,000 "," 105,000 "," 35,500 "," 25,500 "," 16,500 "," 17,250 "," 8,000 "," 17,100 "," 18,670 "," 6,500 "," 15,500 "," 9,500 "
21/10/2024," 15,000 "," 12,500 "," 8,900 "," 25,000 "," 37,330 "," 17,333 "," 36,000 "," 105,000 "," 35,500 "," 25,167 "," 16,500 "," 17,250 "," 8,000 "," 16,875 "," 18,000 "," 6,500 "," 15,500 "," 9,500 "
22/10/2024," 15,000 "," 12,500 "," 8,800 "," 25,000 "," 37,330 "," 17,333 "," 36,667 "," 105,000 "," 35,500 "," 25,167 "," 16,500 "," 17,250 "," 8,000 "," 16,875 "," 18,000 "," 6,500 "," 15,500 "," 9,500 "
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
